tweet_id,image_numero,stance_target,stance_label
942144806809145345,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
928547710545915904,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
884487847956414465,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
932674429510995969,0,Merger and acquisition between Disney and 21st Century Fox.,Refute
929409390859431936,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
891817681279741952,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
952878808096497664,0,Merger and acquisition between Disney and 21st Century Fox.,Support
941737485863964673,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
922898849387102208,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
970613938525261824,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
929922780329627649,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
946819134343352320,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
884637174527909889,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
950117726692966405,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
971950083750100993,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
971950083750100993,1,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
943951384864526342,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
940505057107283968,0,Merger and acquisition between Disney and 21st Century Fox.,Refute
940604675077767169,0,Merger and acquisition between Disney and 21st Century Fox.,Support
918314110000992258,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
968412930499858432,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
948697474646102016,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
929019089309147137,0,Merger and acquisition between Disney and 21st Century Fox.,Support
946060721812656128,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
944668439825788929,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
956706245473267712,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
927960930171998208,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
942967728519950337,0,Merger and acquisition between Disney and 21st Century Fox.,Support
965726827678334976,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
928241594301591553,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
954183072647385088,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
969569070654869504,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
951877057595703296,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
913095248833912838,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
941002304572059651,0,Merger and acquisition between Disney and 21st Century Fox.,Support
945459957138427905,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941487404837408768,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
958688790138191874,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
949902673473662976,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
912571852589080576,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
963130552332308480,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
917738049387327488,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
902972863849824262,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
946199546522165248,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
938168685398765568,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941490393677303808,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
928140121358127105,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
946193206198308865,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
977219673161953282,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
938155261327527938,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
938155261327527938,1,Merger and acquisition between Disney and 21st Century Fox.,Comment
981536464256339968,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
976956905548603392,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
950787790802997248,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
896232290573062145,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
897802163652395008,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
962381364162154496,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
892504387180003329,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
936303427306393600,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941014528795475969,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
947164546296410112,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
956300747381100545,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
947963623162499072,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
942408071736737792,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
983812170386493440,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
948232942073020417,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
960944666437980161,0,Merger and acquisition between Disney and 21st Century Fox.,Refute
944196928983715840,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941305243639394304,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
888613339592626182,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
945353778487808002,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
949235475390353408,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
984369029765726209,0,Merger and acquisition between Disney and 21st Century Fox.,Refute
972494840297648128,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
956854020160851976,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941534559060893697,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
929525405412761600,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
951210792963026944,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
918838964664127488,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
942186530944290817,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
984796165836288000,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
942056950082260992,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
972939179444391936,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
971812870726938624,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
950799370722729984,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
981593493473759232,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
943637637063172097,0,Merger and acquisition between Disney and 21st Century Fox.,Support
948315821838819328,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
968138818573537281,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
908910540012924928,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
945753593587658758,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941472966113710080,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
950763769759608832,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941483443510267904,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
947242853511716864,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
947242853511716864,1,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
947242853511716864,2,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
941218988335534081,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
943284979940937730,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
940714801495511040,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
948932928872042497,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
968720323054112769,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
932690066216046595,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
941377313899470848,0,Merger and acquisition between Disney and 21st Century Fox.,Support
942165268989665288,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
947281779681095680,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941403934429605888,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
960655328160268288,0,Merger and acquisition between Disney and 21st Century Fox.,Refute
941548379678445568,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
949008939340914688,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
946461538524819457,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
943798207942770688,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
944228332979216384,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
943273260338302976,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941030692133142528,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
936698993253462019,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
959486877953765377,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
958748125006409728,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
946530727960526848,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
938055312615014400,0,Merger and acquisition between Disney and 21st Century Fox.,Support
951151815076216834,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
925138420883775489,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
958792007698153472,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
947659566665396224,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
945166449961848833,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
961392645233881093,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
942614132271939585,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
929796376346718209,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
946027650677538817,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941937210005377024,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
928253813332561921,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
900621506736148480,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
939271936722526215,0,Merger and acquisition between Disney and 21st Century Fox.,Support
945246026423832576,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
944429124520734720,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
937834222638845952,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
986216474602758144,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
961046434052300803,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
937914433094819840,0,Merger and acquisition between Disney and 21st Century Fox.,Support
952088309005680640,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
938529757393715201,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
938922384588922880,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
928400224795709440,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
929856395259781120,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
927629596912242688,0,Merger and acquisition between Disney and 21st Century Fox.,Support
946525312111673344,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
938411465069027328,0,Merger and acquisition between Disney and 21st Century Fox.,Support
915622820360675328,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
955144378212868097,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
945141830068375552,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
942426741880082435,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941277527779299328,0,Merger and acquisition between Disney and 21st Century Fox.,Support
941301095913213952,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
887392198316224514,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
927623022592385024,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
913443480495472641,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
941482985647411200,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
983527527598772224,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
941700554715262976,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941700554715262976,1,Merger and acquisition between Disney and 21st Century Fox.,Comment
941700554715262976,2,Merger and acquisition between Disney and 21st Century Fox.,Comment
961627708391378945,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
968858523013730304,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
960708411049562112,0,Merger and acquisition between Disney and 21st Century Fox.,Refute
939849093530169344,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
907984282316099590,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
897045632325754880,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
941692571948118021,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
925514187606020096,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
984574361616052224,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
955776940627120128,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
942796637256200193,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
943492239803781121,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
969509842145685504,0,Merger and acquisition between Disney and 21st Century Fox.,Refute
984946709292728321,0,Merger and acquisition between Disney and 21st Century Fox.,Support
984946709292728321,1,Merger and acquisition between Disney and 21st Century Fox.,Support
946133119509315584,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
919284036253741058,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
950411816483610624,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
972786997600366593,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
947232076285145088,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
937856175776849920,0,Merger and acquisition between Disney and 21st Century Fox.,Support
939347657163726849,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
957282347648454657,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
956464989652500480,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
922439885230833664,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
892483250043703296,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
941439163743825921,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
950034209988665344,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
906940883718823937,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
941320568720195584,0,Merger and acquisition between Disney and 21st Century Fox.,Support
900742125578588160,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
950692403328905216,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
984492628703145985,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
946057341975318528,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
942463857137725441,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
968290898483101697,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
927617871349460998,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
940788127127560193,0,Merger and acquisition between Disney and 21st Century Fox.,Support
984499689172193280,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
936029792180363266,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
984189821621956609,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
943453865063698432,0,Merger and acquisition between Disney and 21st Century Fox.,Support
928075875949666304,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
944977476995964928,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
909881145998921728,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
949598977032376320,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
941279145270693888,0,Merger and acquisition between Disney and 21st Century Fox.,Support
941279145270693888,1,Merger and acquisition between Disney and 21st Century Fox.,Support
952693169845624832,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
938562493303181313,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
943463848677437442,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
959888917414674433,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
959888917414674433,1,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
959888917414674433,2,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
941436632858730496,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
894565647195045888,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
895055063705677824,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
895055063705677824,1,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
938528244495679494,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
980878503775174656,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
939204458222821376,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
915568538328403968,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
919261939678760960,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
897726065275265024,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
973674187482017792,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
986727655381831680,0,Merger and acquisition between Disney and 21st Century Fox.,Support
956647372150530053,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
936668440118550528,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
981955898456395777,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
937344686100025344,0,Merger and acquisition between Disney and 21st Century Fox.,Support
949014370381516800,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
961197761675907073,0,Merger and acquisition between Disney and 21st Century Fox.,Refute
942431802798600192,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
950150784796196864,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
940620951099707393,0,Merger and acquisition between Disney and 21st Century Fox.,Support
951191594224451586,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
968619751135236101,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
956153540589899776,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
939660947005890560,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
944982957562966016,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
917910296672399360,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
942364355479392256,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
938315353930850304,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
912658894366937088,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
911700850082504704,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
946843775434919939,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
939897274678747138,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
960654963843084288,0,Merger and acquisition between Disney and 21st Century Fox.,Refute
941310172684849152,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
960714677092257792,0,Merger and acquisition between Disney and 21st Century Fox.,Refute
939152270075162624,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
892884158086860800,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
986209510774706177,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941636459009888258,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
924152513347182601,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
983712105156235265,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
900016185118515201,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
948433746528821248,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
928537508064911360,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
979976970745327616,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
981503398867451905,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
981129684959277056,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
892034708820938753,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
892784563818291200,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
968861215542956033,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
928393944840388609,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
905582140124872704,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
945322164957229056,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
977801090073878528,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
963140990579236864,0,Merger and acquisition between Disney and 21st Century Fox.,Refute
941409001547419648,0,Merger and acquisition between Disney and 21st Century Fox.,Support
957615524841644032,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
884408170415886336,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
916967667688284160,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
971896664486268928,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
912843671028060160,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
939918383062978560,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
949395428952375299,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
932829692213809153,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
956316958751903744,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
938196621950468096,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941380555362496514,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941820337796268033,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
890509011237392385,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
918653803695673345,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
969584363036798976,0,Merger and acquisition between Disney and 21st Century Fox.,Support
949264950047969280,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941450311322943488,0,Merger and acquisition between Disney and 21st Century Fox.,Support
938527072267489286,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
942318510113525761,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941399418049265669,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
984516426089291776,0,Merger and acquisition between Disney and 21st Century Fox.,Support
929542945048596480,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
953386340279824384,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941379443410468864,0,Merger and acquisition between Disney and 21st Century Fox.,Support
941305019613184002,0,Merger and acquisition between Disney and 21st Century Fox.,Support
956247896600424448,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
939547469825937408,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
948700286767398912,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
950943049517031425,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941529511115575297,0,Merger and acquisition between Disney and 21st Century Fox.,Support
940560990265118725,0,Merger and acquisition between Disney and 21st Century Fox.,Support
900084759459766275,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
937667965603930115,0,Merger and acquisition between Disney and 21st Century Fox.,Refute
938533237986557952,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941722889753001984,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941375978630103041,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
936335899587170304,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
938077051290079232,0,Merger and acquisition between Disney and 21st Century Fox.,Support
982101061522538497,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
896595939493896192,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
957955990120468481,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
893370381393854464,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
943006977117974528,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
978404556022325249,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
984841593059454976,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
940349775597072384,0,Merger and acquisition between Disney and 21st Century Fox.,Support
940407629746126848,0,Merger and acquisition between Disney and 21st Century Fox.,Support
979705133645860864,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
963306835758510082,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
917962397670879232,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
940707771489456128,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
977647240482181120,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
940712903077912576,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
984725425250275328,0,Merger and acquisition between Disney and 21st Century Fox.,Support
983467224798150656,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
922911569780060161,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
922911569780060161,1,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
922911569780060161,2,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
943799479534276608,0,Merger and acquisition between Disney and 21st Century Fox.,Support
961991796040589312,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
972201185150058496,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
948581419625873408,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
895389778094333953,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
954760654946217984,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
961034274865520640,0,Merger and acquisition between Disney and 21st Century Fox.,Refute
944013635776417792,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
928623016262512640,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
941662880205750278,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
973023861380968448,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
935704286792704005,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
978422934523056128,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
913122936617349120,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
913122936617349120,1,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
941453439371853824,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
927959084187430918,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
932953141561253895,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
912395956884295681,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
968470548559908864,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
946538901212053504,0,Merger and acquisition between Disney and 21st Century Fox.,Unrelated
930303674261291008,0,Merger and acquisition between Disney and 21st Century Fox.,Support
940733726715236353,0,Merger and acquisition between Disney and 21st Century Fox.,Comment
